,business_code,cust_number,clear_date,posting_date,document_create_date,document_create_date.1,due_date,currency,amount,baseline_create_date,cust_payment_terms
49241,U001,200762950,2019-06-20,2019-06-05,2019-06-05,2019-06-05,2019-06-20,USD,62605.64,2019-06-05,NAA8
49242,U001,200763229,2019-02-28,2019-02-13,2019-02-12,2019-02-13,2019-02-28,USD,23082.53,2019-02-13,NAA8
49244,U001,200799367,2019-08-05,2019-07-17,2019-07-17,2019-07-17,2019-08-01,USD,16682.21,2019-07-17,NAA8
49245,U001,200794332,2019-04-22,2019-04-08,2019-04-06,2019-04-08,2019-04-23,USD,44739.66,2019-04-08,NAAX
49246,U001,200707822,2019-03-04,2019-02-16,2019-02-16,2019-02-16,2019-03-03,USD,20612.85,2019-02-16,NAA8
49247,U001,200704858,2019-10-03,2019-09-17,2019-09-16,2019-09-17,2019-10-02,USD,68294.99,2019-09-17,NAA8
49248,U001,200769623,2019-08-26,2019-08-14,2019-08-14,2019-08-14,2019-08-29,USD,3795.7,2019-08-14,NAH4
49249,U001,200786288,2019-09-06,2019-08-26,2019-08-24,2019-08-26,2019-09-10,USD,12597.66,2019-08-26,NAC6
49250,U001,100000222,2019-12-23,2019-12-12,2019-12-09,2019-12-12,2019-12-27,USD,25295.1,2019-12-12,NAA8
49251,U001,200769623,2019-10-24,2019-10-14,2019-10-12,2019-10-14,2019-10-29,USD,14644.26,2019-10-14,NAH4
49252,U001,200769623,2019-11-06,2019-10-21,2019-10-20,2019-10-21,2019-11-05,USD,52548.56,2019-10-21,NAH4
49253,U001,200769623,2020-03-13,2020-02-26,2020-02-24,2020-02-26,2020-03-12,USD,65894.43,2020-02-26,NAH4
49255,U001,200739006,2019-05-28,2019-05-14,2019-05-13,2019-05-14,2019-05-29,USD,43372.92,2019-05-14,NAA8
49256,U001,100017545,2019-11-29,2019-11-18,2019-11-07,2019-11-18,2019-12-03,USD,20416.59,2019-11-18,NAA8
49257,U001,200769623,2019-10-30,2019-10-20,2019-10-18,2019-10-20,2019-11-04,USD,770.73,2019-10-20,NAH4
49258,U001,200778870,2019-10-10,2019-09-23,2019-09-24,2019-09-23,2019-10-08,USD,4314.79,2019-09-23,NAA8
49259,U001,200789077,2020-01-28,2020-01-15,2020-01-16,2020-01-15,2020-01-30,USD,29292.35,2020-01-15,NAA8
49261,U001,200705372,2019-06-06,2019-05-22,2019-05-23,2019-05-22,2019-06-06,USD,57270.01,2019-05-22,NAA8
49263,U001,200769623,2019-02-11,2019-01-30,2019-01-29,2019-01-30,2019-02-14,USD,44975.23,2019-01-30,NAH4
49265,U001,200769623,2019-05-28,2019-05-15,2019-05-15,2019-05-15,2019-05-30,USD,11924.64,2019-05-15,NAH4
49266,U001,200743123,2019-06-27,2019-06-12,2019-06-12,2019-06-12,2019-06-27,USD,44243.67,2019-06-12,NAA8
49268,U001,200762950,2019-06-18,2019-06-04,2019-06-02,2019-06-04,2019-06-19,USD,135063.38,2019-06-04,NAA8
49269,U001,200794332,2019-04-25,2019-04-11,2019-04-10,2019-04-11,2019-04-26,USD,51407.61,2019-04-11,NAAX
49271,U001,200769623,2019-03-19,2019-03-05,2019-03-03,2019-03-05,2019-03-20,USD,427.2,2019-03-05,NAH4
49272,U001,200769623,2019-04-11,2019-03-30,2019-03-30,2019-03-30,2019-04-14,USD,19304.44,2019-03-30,NAH4
49273,U001,200761734,2019-07-10,2019-06-26,2019-06-26,2019-06-26,2019-07-11,USD,122896.95,2019-06-26,NAA8
49275,CA02,140104340,2019-02-07,2019-01-29,2019-01-29,2019-01-29,2019-02-10,CAD,3594.59,2019-01-31,CA10
49276,U001,200726979,2020-02-10,2020-01-26,2020-01-27,2020-01-26,2020-02-10,USD,442.13,2020-01-26,NAA8
49278,U001,200769623,2019-12-02,2019-11-21,2019-11-19,2019-11-21,2019-12-06,USD,62034.34,2019-11-21,NAH4
49279,U001,200792734,2019-03-12,2019-02-25,2019-02-25,2019-02-25,2019-03-12,USD,13127.92,2019-02-25,NAA8
49282,U001,200769623,2019-02-20,2019-02-10,2019-02-09,2019-02-10,2019-02-25,USD,42498.64,2019-02-10,NAH4
49284,U001,200769623,2019-07-18,2019-07-05,2019-07-03,2019-07-05,2019-07-20,USD,26357.69,2019-07-05,NAH4
49285,U001,200769623,2020-02-11,2020-02-01,2020-01-31,2020-02-01,2020-02-16,USD,23907.11,2020-02-01,NAH4
49286,U001,200799367,2019-10-22,2019-08-07,2019-08-03,2019-08-07,2019-10-21,USD,26316.06,2019-08-07,NAWN
49288,U001,200744019,2019-05-02,2019-02-23,2019-02-22,2019-02-23,2019-04-29,USD,9608.04,2019-02-23,NAGD
49289,U001,200744019,2019-07-02,2019-06-15,2019-06-15,2019-06-15,2019-06-30,USD,11284.19,2019-06-15,NAA8
49290,U001,CCU002,2019-05-31,2019-04-27,2019-04-25,2019-04-27,2019-06-01,USD,781.8,2019-04-27,NAG2
49291,U001,200726979,2019-09-13,2019-08-29,2019-08-29,2019-08-29,2019-09-13,USD,671.89,2019-08-29,NAA8
49292,U001,200744019,2019-10-22,2019-08-09,2019-08-08,2019-08-09,2019-10-23,USD,1110.53,2019-08-09,NAWN
49293,U001,200712102,2019-07-17,2019-05-16,2019-05-16,2019-05-16,2019-07-15,USD,40427.0,2019-05-16,NAVQ
49294,CA02,140104340,2019-03-14,2019-03-01,2019-03-01,2019-03-01,2019-03-12,CAD,22683.95,2019-03-02,CA10
49296,U001,200689451,2019-11-15,2019-10-28,2019-10-27,2019-10-28,2019-11-12,USD,111685.88,2019-10-28,NAA8
49297,U001,200781803,2019-06-17,2019-05-28,2019-05-28,2019-05-28,2019-06-17,USD,8463.62,2019-05-28,NAD1
49298,U001,200744019,2019-11-12,2019-10-26,2019-10-25,2019-10-26,2019-11-10,USD,8454.72,2019-10-26,NAA8
49299,U001,200779051,2019-08-06,2019-07-29,2019-07-29,2019-07-29,2019-08-13,USD,58066.43,2019-07-29,NAA8
49300,U001,100054539,2019-07-03,2019-06-18,2019-06-18,2019-06-18,2019-07-03,USD,86003.11,2019-06-18,NAA8
49301,U001,200782001,2019-08-13,2019-07-31,2019-08-01,2019-07-31,2019-08-15,USD,20849.08,2019-07-31,NAA8
49302,U001,200799367,2019-07-23,2019-07-08,2019-07-08,2019-07-08,2019-07-23,USD,63588.66,2019-07-08,NAA8
49306,CA02,140105847,2019-08-16,2019-08-01,2019-08-02,2019-08-01,2019-08-11,CAD,5965.8,2019-08-01,CA10
49307,U001,200769623,2020-02-04,2020-01-23,2020-01-21,2020-01-23,2020-02-07,USD,77198.9,2020-01-23,NAH4
49308,U001,200741831,2019-10-25,2019-10-09,2019-10-09,2019-10-09,2019-10-24,USD,39881.85,2019-10-09,NAA8
49309,U001,200769623,2019-09-20,2019-09-08,2019-09-09,2019-09-08,2019-09-23,USD,37857.64,2019-09-08,NAH4
49312,U001,200974851,2019-06-19,2019-05-30,2019-05-30,2019-05-30,2019-06-19,USD,2037.58,2019-05-30,NAD1
49313,U001,200769623,2019-04-01,2019-03-19,2019-03-19,2019-03-19,2019-04-03,USD,20086.5,2019-03-19,NAH4
49314,U001,200847305,2019-07-16,2019-07-03,2019-07-01,2019-07-03,2019-07-13,USD,62787.15,2019-07-03,NA10
49315,U001,200769623,2019-12-13,2019-12-03,2019-12-01,2019-12-03,2019-12-18,USD,59478.62,2019-12-03,NAH4
49316,U001,200769623,2019-12-03,2019-11-15,2019-11-14,2019-11-15,2019-11-30,USD,796.09,2019-11-15,NAH4
49317,CA02,140104409,2019-12-06,2019-11-21,2019-11-21,2019-11-21,2019-12-01,CAD,165795.63,2019-11-21,CA10
49318,U001,200881076,2019-06-03,2019-05-18,2019-05-17,2019-05-18,2019-06-02,USD,19437.12,2019-05-18,NAA8
49319,U001,200825139,2019-09-16,2019-08-30,2019-08-29,2019-08-30,2019-09-14,USD,72346.47,2019-08-30,NAA8
49320,U001,200707741,2019-11-05,2019-10-18,2019-10-18,2019-10-18,2019-11-02,USD,46973.6,2019-10-18,NAA8
49321,U001,200772670,2019-10-16,2019-07-31,2019-07-31,2019-07-31,2019-10-14,USD,80.68,2019-07-31,NAWN
49323,CA02,140104429,2019-12-20,2019-12-08,2019-12-08,2019-12-08,2019-12-19,CAD,9670.97,2019-12-09,CA10
49324,U001,200769623,2019-06-19,2019-06-09,2019-06-08,2019-06-09,2019-06-24,USD,13065.2,2019-06-09,NAH4
49325,U001,200769623,2019-06-11,2019-05-30,2019-05-30,2019-05-30,2019-06-14,USD,32403.55,2019-05-30,NAH4
49326,U001,200726979,2019-07-15,2019-06-30,2019-06-29,2019-06-30,2019-07-15,USD,94.89,2019-06-30,NAA8
49327,U001,200769623,2019-08-15,2019-08-05,2019-08-03,2019-08-05,2019-08-20,USD,4241.03,2019-08-05,NAH4
49328,U001,200769623,2019-04-23,2019-04-12,2019-04-12,2019-04-12,2019-04-27,USD,70803.24,2019-04-12,NAH4
49330,U001,200769623,2020-01-14,2020-01-04,2020-01-04,2020-01-04,2020-01-19,USD,13676.87,2020-01-04,NAH4
49331,U001,200726979,2019-11-04,2019-10-15,2019-10-15,2019-10-15,2019-10-30,USD,15359.67,2019-10-15,NAA8
49332,U001,200793568,2019-02-11,2019-01-26,2019-01-25,2019-01-26,2019-02-10,USD,23812.98,2019-01-26,NAA8
49334,U001,200020431,2019-08-09,2019-08-05,2019-08-05,2019-08-05,2019-08-11,USD,16308.77,2019-08-01,NAM2
49335,U001,200769623,2020-03-02,2020-02-20,2020-02-20,2020-02-20,2020-03-06,USD,3255.45,2020-02-20,NAH4
49336,U001,200854853,2019-04-11,2019-03-27,2019-03-27,2019-03-27,2019-04-11,USD,20282.4,2019-03-27,NAA8
49337,U001,200704045,2019-04-22,2019-04-05,2019-04-06,2019-04-05,2019-04-20,USD,44970.77,2019-04-05,NAA8
49338,CA02,140104423,2019-04-04,2019-03-25,2019-03-25,2019-03-25,2019-04-05,CAD,37077.88,2019-03-26,CA10
49339,U001,200435191,2020-01-29,2020-01-14,2020-01-07,2020-01-14,2020-01-29,USD,679.56,2020-01-14,NAC6
49341,U001,200707822,2019-04-01,2019-03-17,2019-03-15,2019-03-17,2019-04-01,USD,144758.5,2019-03-17,NAA8
49342,U001,200794332,2019-06-21,2019-06-06,2019-06-05,2019-06-06,2019-06-21,USD,51517.36,2019-06-06,NAAX
49343,U001,200762301,2019-04-16,2019-04-01,2019-04-01,2019-04-01,2019-04-16,USD,38185.64,2019-04-01,NAC6
49344,U001,200756072,2019-10-21,2019-09-26,2019-09-23,2019-09-26,2019-10-11,USD,1232.66,2019-09-26,NAA8
49345,U001,200742791,2020-01-30,2020-01-15,2020-01-10,2020-01-15,2020-01-30,USD,4188.66,2020-01-15,NAA8
49348,U001,200748108,2019-11-26,2019-11-11,2019-11-11,2019-11-11,2019-11-26,USD,1191.28,2019-11-11,NAA8
49349,U001,200714710,2019-09-03,2019-08-20,2019-08-20,2019-08-20,2019-09-04,USD,4464.03,2019-08-20,NAA8
49352,U001,200769623,2019-05-29,2019-05-19,2019-05-17,2019-05-19,2019-06-03,USD,623.68,2019-05-19,NAH4
49353,U001,200739534,2019-02-13,2019-01-28,2019-01-28,2019-01-28,2019-02-12,USD,52612.01,2019-01-28,NAA8
49354,U001,200769623,2019-11-18,2019-10-30,2019-10-30,2019-10-30,2019-11-14,USD,25521.86,2019-10-30,NAH4
49355,U001,200744019,2019-08-26,2019-05-30,2019-05-29,2019-05-30,2019-08-28,USD,711.24,2019-05-30,NAVR
49356,U001,200792200,2019-05-01,2019-04-15,2019-04-15,2019-04-15,2019-04-30,USD,750.9,2019-04-15,NAA8
49357,U001,200769623,2020-02-26,2020-02-16,2020-02-14,2020-02-16,2020-03-02,USD,433.09,2020-02-16,NAH4
49359,U001,200769623,2019-07-24,2019-07-07,2019-07-06,2019-07-07,2019-07-22,USD,473.86,2019-07-07,NAH4
49360,U001,200078245,2019-09-06,2019-08-21,2019-08-21,2019-08-21,2019-09-05,USD,12820.25,2019-08-21,NAA8
49361,U001,200794332,2019-04-23,2019-04-09,2019-04-07,2019-04-09,2019-04-24,USD,608.03,2019-04-09,NAAX
49362,CA02,140104423,2019-04-05,2019-03-28,2019-03-28,2019-03-28,2019-04-08,CAD,43098.41,2019-03-29,CA10
49365,U001,200769623,2019-08-06,2019-07-27,2019-07-25,2019-07-27,2019-08-11,USD,63726.53,2019-07-27,NAH4
49366,U001,200769623,2019-12-23,2019-12-06,2019-12-05,2019-12-06,2019-12-21,USD,25909.66,2019-12-06,NAH4
49369,U001,200418007,2019-07-17,2019-07-02,2019-07-01,2019-07-02,2019-09-15,USD,654.24,2019-07-02,NAWN
49370,U001,200748108,2019-12-26,2019-12-11,2019-12-10,2019-12-11,2019-12-26,USD,40263.09,2019-12-11,NAA8
49371,U001,200759878,2019-05-03,2019-04-18,2019-04-16,2019-04-18,2019-05-03,USD,32140.94,2019-04-18,NAH4
49372,U001,200230690,2019-12-16,2019-12-03,2019-12-03,2019-12-03,2019-12-24,USD,2087.66,2019-12-01,NAM4
49373,U001,200769623,2019-01-09,2018-12-30,2018-12-29,2018-12-30,2019-01-14,USD,26831.71,2018-12-30,NAH4
49376,U001,200744019,2019-04-09,2019-03-22,2019-03-21,2019-03-22,2019-04-06,USD,12908.71,2019-03-22,NAA8
49377,U001,200720238,2019-05-20,2019-03-14,2019-03-13,2019-03-14,2019-05-18,USD,131553.64,2019-03-14,NAGD
49378,U001,200769556,2019-04-30,2019-04-24,2019-04-23,2019-04-24,2019-05-09,USD,32450.41,2019-04-24,NAA8
49380,U001,200769623,2020-02-20,2020-02-09,2020-02-08,2020-02-09,2020-02-24,USD,38541.89,2020-02-09,NAH4
49381,U001,200769623,2020-01-28,2020-01-18,2020-01-18,2020-01-18,2020-02-02,USD,10905.22,2020-01-18,NAH4
49382,U001,200769623,2019-08-20,2019-08-09,2019-08-09,2019-08-09,2019-08-24,USD,52636.7,2019-08-09,NAH4
49384,U001,200891601,2019-02-07,2019-01-03,2019-01-03,2019-01-03,2019-02-02,USD,143820.0,2019-01-03,NAD5
49385,CA02,140104429,2019-10-21,2019-10-02,2019-10-02,2019-10-02,2019-10-13,CAD,13167.54,2019-10-03,CA10
49386,U001,100031704,2019-02-11,2019-01-25,2019-01-24,2019-01-25,2019-02-09,USD,63069.81,2019-01-25,NAA8
49387,U001,200744019,2019-08-06,2019-07-17,2019-07-17,2019-07-17,2019-08-01,USD,13514.87,2019-07-17,NAA8
49388,U001,200493614,2019-12-04,2019-11-19,2019-11-18,2019-11-19,2019-12-04,USD,69610.0,2019-11-19,NAA8
49389,U001,200769623,2019-02-05,2019-01-25,2019-01-24,2019-01-25,2019-02-09,USD,7282.9,2019-01-25,NAH4
49390,U001,100031704,2020-02-04,2020-01-18,2020-01-18,2020-01-18,2020-02-02,USD,115532.75,2020-01-18,NAA8
49392,U001,200778870,2019-08-13,2019-07-18,2019-07-17,2019-07-18,2019-08-02,USD,18099.48,2019-07-18,NAA8
49393,U001,200723794,2019-10-03,2019-09-18,2019-09-17,2019-09-18,2019-10-03,USD,131753.9,2019-09-18,NAA8
49394,U001,200974851,2019-05-30,2019-05-15,2019-05-15,2019-05-15,2019-05-30,USD,5567.35,2019-05-15,NAA8
49396,U001,200780383,2019-08-26,2019-08-09,2019-08-10,2019-08-09,2019-08-24,USD,15602.64,2019-08-09,NAA8
49397,U001,200752393,2020-02-13,2020-02-03,2020-02-03,2020-02-03,2020-02-18,USD,167.0,2020-02-03,NAA8
49398,CA02,140106181,2019-12-24,2019-10-11,2019-10-11,2019-10-11,2019-10-25,CAD,7646.88,2019-10-15,CA10
49399,U001,200769623,2019-04-02,2019-03-22,2019-03-22,2019-03-22,2019-04-06,USD,5824.36,2019-03-22,NAH4
49401,U001,200769623,2019-12-20,2019-12-09,2019-12-10,2019-12-09,2019-12-24,USD,38495.34,2019-12-09,NAH4
49403,U001,200769623,2020-02-11,2020-02-01,2020-01-31,2020-02-01,2020-02-16,USD,11307.78,2020-02-01,NAH4
49404,U001,200793568,2019-11-12,2019-10-02,2019-09-28,2019-10-02,2019-11-11,USD,60824.16,2019-10-02,NAWU
49405,U001,200126819,2019-01-16,2019-01-02,2019-01-02,2019-01-02,2019-01-17,USD,26036.92,2019-01-02,NAA8
49406,U002,200501669,2019-04-09,2019-02-27,2019-02-25,2019-02-27,2019-04-03,USD,17026.56,2019-02-27,NAG2
49407,U001,200799180,2019-01-28,2019-01-09,2019-01-08,2019-01-09,2019-01-24,USD,45094.62,2019-01-09,NAA8
49408,U001,200782001,2019-04-30,2019-04-10,2019-04-10,2019-04-10,2019-04-25,USD,16911.59,2019-04-10,NAA8
49409,U001,200769623,2019-10-15,2019-10-05,2019-10-04,2019-10-05,2019-10-20,USD,60679.19,2019-10-05,NAH4
49410,U001,200722444,2019-02-08,2019-01-24,2019-01-23,2019-01-24,2019-02-08,USD,37375.03,2019-01-24,NAA8
49412,U001,100030014,2019-08-08,2019-07-17,2019-07-17,2019-07-17,2019-08-06,USD,77627.0,2019-07-17,NAD1
49414,U001,200704858,2019-04-22,2019-04-10,2019-04-09,2019-04-10,2019-04-25,USD,178029.1,2019-04-10,NAA8
49415,U001,200735528,2019-02-25,2019-02-10,2019-02-08,2019-02-10,2019-02-25,USD,21113.44,2019-02-10,NAA8
49416,U001,200759878,2019-04-03,2019-03-18,2019-03-16,2019-03-18,2019-04-02,USD,12668.17,2019-03-18,NAH4
49418,U001,100031704,2019-02-08,2019-01-24,2019-01-23,2019-01-24,2019-02-08,USD,62551.28,2019-01-24,NAA8
49419,U001,200936373,2019-09-27,2019-09-11,2019-09-11,2019-09-11,2019-09-26,USD,52547.75,2019-09-11,NAA8
49420,U001,200407025,2019-05-01,2019-04-16,2019-04-15,2019-04-16,2019-05-01,USD,71349.52,2019-04-16,NAA8
49421,U001,200148860,2019-07-18,2019-07-03,2019-07-03,2019-07-03,2019-07-18,USD,107893.87,2019-07-03,NAA8
49423,U001,200585100,2019-09-20,2019-09-05,2019-09-04,2019-09-05,2019-09-20,USD,26506.16,2019-09-05,NAA8
49424,U001,200416837,2019-11-18,2019-11-05,2019-11-05,2019-11-05,2019-11-24,USD,861.72,2019-11-01,NAM4
49427,U001,200764795,2020-02-24,2020-02-05,2020-02-05,2020-02-05,2020-02-20,USD,1492.59,2020-02-05,NAA8
49428,U001,200418007,2019-06-24,2019-06-09,2019-06-08,2019-06-09,2019-06-24,USD,1210.11,2019-06-09,NAA8
49429,U001,200769623,2019-07-23,2019-07-12,2019-07-12,2019-07-12,2019-07-27,USD,6062.7,2019-07-12,NAH4
49431,U001,200769623,2019-05-08,2019-04-28,2019-04-27,2019-04-28,2019-05-13,USD,24608.46,2019-04-28,NAH4
49432,U001,200739534,2019-08-30,2019-08-15,2019-08-15,2019-08-15,2019-08-30,USD,123397.92,2019-08-15,NAA8
49433,U001,200357714,2019-06-25,2019-05-24,2019-05-23,2019-05-24,2019-06-25,USD,10592.28,2019-05-24,NA32
49434,U001,200762301,2019-09-10,2019-08-24,2019-08-23,2019-08-24,2019-09-08,USD,98102.25,2019-08-24,NAC6
49436,U001,200726979,2019-10-07,2019-09-20,2019-09-18,2019-09-20,2019-10-05,USD,81593.0,2019-09-20,NAA8
49437,U001,200705742,2019-02-08,2019-01-23,2019-01-23,2019-01-23,2019-02-26,USD,3158.42,2019-01-23,NAAW
49438,U001,200726979,2019-08-19,2019-08-04,2019-08-03,2019-08-04,2019-08-19,USD,99.06,2019-08-04,NAA8
49439,U001,200769623,2019-09-23,2019-09-11,2019-09-11,2019-09-11,2019-09-26,USD,30954.73,2019-09-11,NAH4
49440,U001,200769623,2019-11-22,2019-11-06,2019-11-05,2019-11-06,2019-11-21,USD,15726.86,2019-11-06,NAH4
49442,U001,200781803,2019-04-19,2019-04-05,2019-04-04,2019-04-05,2019-04-20,USD,14224.37,2019-04-05,NAA8
49443,CA02,140106408,2019-03-07,2019-02-12,2019-02-12,2019-02-12,2019-02-22,CAD,171024.44,2019-02-12,CA10
49444,U001,200769623,2019-02-06,2019-01-26,2019-01-25,2019-01-26,2019-02-10,USD,75162.21,2019-01-26,NAH4
49445,U001,200769623,2019-04-22,2019-04-10,2019-04-08,2019-04-10,2019-04-25,USD,18648.51,2019-04-10,NAH4
49446,U001,200759878,2020-01-29,2020-01-13,2020-01-13,2020-01-13,2020-01-28,USD,18900.99,2020-01-13,NAH4
49448,U001,200718130,2019-03-19,2019-02-14,2019-02-14,2019-02-14,2019-03-18,USD,1028.11,2019-02-14,NA32
49450,U001,200744019,2020-01-27,2020-01-11,2020-01-11,2020-01-11,2020-01-26,USD,16364.08,2020-01-11,NAA8
49451,U001,200793568,2019-05-01,2019-04-15,2019-04-15,2019-04-15,2019-04-30,USD,23277.26,2019-04-15,NAA8
49452,U001,100058056,2019-12-13,2019-12-13,2019-12-13,2019-12-13,2019-12-28,USD,107712.0,2019-12-13,NAA8
49455,U001,200705742,2019-06-17,2019-05-31,2019-05-30,2019-05-31,2019-07-04,USD,3583.43,2019-05-31,NAAW
49456,U001,200759878,2019-12-30,2019-12-13,2019-12-10,2019-12-13,2019-12-28,USD,15382.74,2019-12-13,NAH4
49457,U001,200739941,2019-10-15,2019-09-26,2019-09-26,2019-09-26,2019-10-11,USD,21819.37,2019-09-26,NAA8
49459,CA02,140104409,2019-02-15,2019-02-01,2019-02-01,2019-02-01,2019-02-16,CAD,47028.02,2019-02-06,CA10
49460,U001,200769623,2019-08-30,2019-08-18,2019-08-17,2019-08-18,2019-09-02,USD,80372.89,2019-08-18,NAH4
49461,CA02,140105847,2019-04-05,2019-03-24,2019-03-24,2019-03-24,2019-04-04,CAD,2934.96,2019-03-25,CA10
49462,U001,200769623,2019-10-22,2019-10-12,2019-10-11,2019-10-12,2019-10-27,USD,42265.43,2019-10-12,NAH4
49463,U001,200762301,2020-02-25,2020-02-10,2020-02-11,2020-02-10,2020-02-25,USD,81841.85,2020-02-10,NAC6
49465,U001,100000222,2019-08-19,2019-08-07,2019-08-07,2019-08-07,2019-08-22,USD,6008.64,2019-08-07,NAA8
49466,U001,200622385,2019-10-31,2019-10-14,2019-10-14,2019-10-14,2019-10-29,USD,36485.02,2019-10-14,NAA8
49467,CA02,140104409,2020-03-02,2020-02-19,2020-02-19,2020-02-19,2020-03-02,CAD,58050.28,2020-02-21,CA10
49468,U001,200769623,2019-03-05,2019-02-21,2019-02-22,2019-02-21,2019-03-08,USD,33112.03,2019-02-21,NAH4
49469,U001,200769623,2019-08-09,2019-07-29,2019-07-30,2019-07-29,2019-08-13,USD,471.56,2019-07-29,NAH4
49470,U001,200752302,2020-01-28,2020-01-13,2020-01-13,2020-01-13,2020-01-28,USD,23467.57,2020-01-13,NAA8
49471,U001,200772670,2019-08-16,2019-07-31,2019-08-01,2019-07-31,2019-08-15,USD,53102.28,2019-07-31,NAU5
49472,U001,100001196,2019-08-21,2019-08-06,2019-08-05,2019-08-06,2019-08-21,USD,12921.48,2019-08-06,NAA8
49474,U001,200794332,2019-09-05,2019-08-22,2019-08-21,2019-08-22,2019-09-06,USD,20557.14,2019-08-22,NAAX
49475,U001,200331749,2019-02-25,2019-02-08,2019-02-07,2019-02-08,2019-02-23,USD,4956.48,2019-02-08,NAA8
49476,U001,200769369,2019-12-02,2019-11-16,2019-11-15,2019-11-16,2019-12-01,USD,14926.12,2019-11-16,NAA8
49477,U001,200707005,2019-12-27,2019-12-11,2019-12-10,2019-12-11,2019-12-26,USD,50909.62,2019-12-11,NAA8
49478,U001,200772670,2019-11-12,2019-10-25,2019-10-25,2019-10-25,2019-11-09,USD,372.83,2019-10-25,NAU5
49479,CA02,140104409,2019-05-31,2019-05-11,2019-05-11,2019-05-11,2019-05-29,CAD,174770.49,2019-05-19,CA10
49480,CA02,140104423,2019-03-11,2019-02-27,2019-02-27,2019-02-27,2019-03-11,CAD,32250.37,2019-03-01,CA10
49481,U001,200803720,2019-06-17,2019-06-11,2019-06-11,2019-06-11,2019-06-24,USD,753.12,2019-06-01,NAM4
49482,U001,200792293,2019-05-21,2019-05-06,2019-05-05,2019-05-06,2019-05-21,USD,17879.94,2019-05-06,NAA8
49483,U001,200769623,2019-01-14,2019-01-02,2018-12-30,2019-01-02,2019-01-17,USD,2066.47,2019-01-02,NAH4
49485,U001,200769623,2019-08-26,2019-08-15,2019-08-14,2019-08-15,2019-08-30,USD,8805.45,2019-08-15,NAH4
49487,U001,200762301,2019-05-29,2019-05-13,2019-05-13,2019-05-13,2019-05-28,USD,103039.57,2019-05-13,NAC6
49489,U001,200769623,2019-12-02,2019-11-19,2019-11-17,2019-11-19,2019-12-04,USD,56459.89,2019-11-19,NAH4
49490,U001,200769623,2019-03-19,2019-03-08,2019-03-08,2019-03-08,2019-03-23,USD,21039.97,2019-03-08,NAH4
49491,U001,200494102,2019-08-08,2019-07-23,2019-07-23,2019-07-23,2019-08-08,USD,71178.75,2019-07-23,C106
49493,U001,CCU013,2019-12-20,2019-11-13,2019-11-11,2019-11-13,2019-11-13,USD,50616.0,2019-11-13,NAX2
49496,U001,200799367,2019-02-12,2019-01-28,2019-01-22,2019-01-28,2019-02-12,USD,8727.37,2019-01-28,NAA8
49497,U001,200416837,2019-10-09,2019-10-04,2019-10-04,2019-10-04,2019-10-08,USD,23076.03,2019-10-01,NAM1
49498,U001,200353024,2019-10-16,2019-10-03,2019-10-03,2019-10-03,2019-10-24,USD,1782.97,2019-10-01,NAM4
49499,U001,100049207,2019-09-13,2019-08-22,2019-08-16,2019-08-22,2019-09-06,USD,38290.7,2019-08-22,NAA8
49500,U001,200712187,2019-03-08,2019-02-22,2019-02-22,2019-02-22,2019-03-09,USD,71296.43,2019-02-22,NAA8
49501,CA02,140104409,2019-09-03,2019-08-22,2019-08-22,2019-08-22,2019-09-02,CAD,269459.67,2019-08-23,CA10
49502,U001,200771157,2019-04-23,2019-04-05,2019-04-04,2019-04-05,2019-04-20,USD,78813.13,2019-04-05,NAA8
49503,U001,200915438,2019-02-14,2019-01-30,2019-01-30,2019-01-30,2019-02-14,USD,13829.0,2019-01-30,NAA8
49505,U001,200783609,2019-04-10,2019-03-25,2019-03-25,2019-03-25,2019-04-09,USD,8491.79,2019-03-25,NAA8
49507,U001,200707822,2019-06-10,2019-05-25,2019-05-25,2019-05-25,2019-06-09,USD,127048.55,2019-05-25,NAA8
49508,U001,200792293,2019-06-04,2019-05-19,2019-05-18,2019-05-19,2019-06-03,USD,106408.86,2019-05-19,NAA8
49510,U001,200769623,2019-04-01,2019-03-19,2019-03-18,2019-03-19,2019-04-03,USD,51707.97,2019-03-19,NAH4
49511,U001,200764795,2019-12-19,2019-11-29,2019-11-26,2019-11-29,2019-12-14,USD,2350.41,2019-11-29,NAA8
49512,U001,200705742,2019-12-27,2019-12-12,2019-12-12,2019-12-12,2019-12-27,USD,13223.6,2019-12-12,NAA8
49513,U001,200152383,2019-02-27,2019-01-30,2019-01-30,2019-01-30,2019-02-09,USD,9270.0,2019-01-30,NA10
49514,U001,200403703,2019-07-01,2019-06-18,2019-06-19,2019-06-18,2019-06-28,USD,24150.0,2019-06-18,NA10
49515,U001,200769623,2019-08-14,2019-08-04,2019-08-03,2019-08-04,2019-08-19,USD,14720.58,2019-08-04,NAH4
49516,U001,200705742,2019-08-23,2019-08-08,2019-08-08,2019-08-08,2019-09-11,USD,3881.72,2019-08-08,NAAW
49517,U001,200762301,2019-09-24,2019-09-07,2019-09-06,2019-09-07,2019-09-22,USD,18525.29,2019-09-07,NAC6
49519,U001,200576926,2019-05-10,2019-05-02,2019-04-30,2019-05-02,2019-05-12,USD,35892.94,2019-05-02,NA10
49520,U001,200769623,2019-05-07,2019-04-25,2019-04-23,2019-04-25,2019-05-10,USD,66842.64,2019-04-25,NAH4
